item_id,item_name,category,household_id,purchase_date,expiry_date,purchase_quantity,unit,daily_usage_rate,shelf_life_days,wasted_quantity,wasted_pct,target_label
ITM006,Chicken Breast,Meat,HH019,2026-02-23,2026-02-27,2.89,kg,0.333,4,2.89,1.0,High Risk
ITM005,Ice Cream,Frozen,HH015,2026-03-31,2026-06-29,0.76,tubs,0.088,90,0.01,0.013,Low Risk
ITM012,Cooking Oil,Pantry,HH014,2026-03-19,2026-09-15,0.22,liters,0.081,180,0.02,0.091,Low Risk
ITM006,Chicken Breast,Meat,HH016,2026-03-13,2026-03-17,1.64,kg,0.193,4,1.6,0.976,High Risk
ITM005,Ice Cream,Frozen,HH019,2026-03-28,2026-06-26,1.28,tubs,0.22,90,0.0,0.0,Low Risk
ITM006,Chicken Breast,Meat,HH018,2026-04-13,2026-04-17,2.31,kg,0.413,4,0.43,0.186,Medium Risk
ITM006,Chicken Breast,Meat,HH018,2026-02-08,2026-02-12,2.98,kg,0.217,4,2.62,0.879,High Risk
ITM015,Butter,Dairy,HH008,2026-05-21,2026-07-20,0.67,kg,0.053,60,0.0,0.0,Low Risk
ITM015,Butter,Dairy,HH017,2026-05-02,2026-07-01,0.47,kg,0.08,60,0.03,0.064,Low Risk
ITM012,Cooking Oil,Pantry,HH001,2026-03-01,2026-08-28,0.42,liters,0.029,180,0.05,0.119,Medium Risk
ITM015,Butter,Dairy,HH018,2026-04-19,2026-06-18,0.27,kg,0.112,60,0.03,0.111,Medium Risk
ITM006,Chicken Breast,Meat,HH004,2026-05-01,2026-05-05,1.62,kg,0.413,4,0.03,0.019,Low Risk
ITM005,Ice Cream,Frozen,HH001,2026-02-26,2026-05-27,1.34,tubs,0.157,90,0.0,0.0,Low Risk
ITM004,Rice,Grains,HH004,2026-05-11,2027-05-11,1.46,kg,0.125,365,0.11,0.075,Low Risk
ITM009,Cheese,Dairy,HH013,2026-02-05,2026-03-07,0.64,kg,0.132,30,0.05,0.078,Low Risk
ITM008,Yogurt,Dairy,HH019,2026-04-02,2026-04-16,2.41,cups,0.398,14,0.12,0.05,Low Risk
ITM005,Ice Cream,Frozen,HH006,2026-05-03,2026-08-01,1.51,tubs,0.109,90,0.0,0.0,Low Risk
ITM012,Cooking Oil,Pantry,HH007,2026-02-22,2026-08-21,0.4,liters,0.036,180,0.03,0.075,Low Risk
ITM002,Eggs,Dairy,HH018,2026-01-06,2026-01-27,2.19,dozen,0.361,21,0.0,0.0,Low Risk
ITM014,Orange Juice,Beverages,HH019,2026-02-04,2026-02-14,2.71,liters,0.213,10,0.63,0.232,Medium Risk
ITM015,Butter,Dairy,HH003,2026-04-21,2026-06-20,0.73,kg,0.097,60,0.08,0.11,Medium Risk
ITM005,Ice Cream,Frozen,HH006,2026-01-12,2026-04-12,1.0,tubs,0.159,90,0.0,0.0,Low Risk
ITM012,Cooking Oil,Pantry,HH003,2026-02-11,2026-08-10,0.37,liters,0.077,180,0.0,0.0,Low Risk
ITM012,Cooking Oil,Pantry,HH019,2026-02-19,2026-08-18,0.19,liters,0.086,180,0.01,0.053,Low Risk
ITM007,Tomatoes,Produce,HH007,2026-05-17,2026-05-23,2.45,kg,0.338,6,0.79,0.322,Medium Risk
ITM008,Yogurt,Dairy,HH007,2026-01-20,2026-02-03,4.02,cups,0.606,14,0.13,0.032,Low Risk
ITM013,Frozen Peas,Frozen,HH001,2026-04-14,2026-09-11,0.78,bags,0.104,150,0.0,0.0,Low Risk
ITM015,Butter,Dairy,HH004,2026-03-25,2026-05-24,0.64,kg,0.124,60,0.0,0.0,Low Risk
ITM011,Cereal,Pantry,HH006,2026-02-12,2026-06-12,0.57,boxes,0.08,120,0.05,0.088,Low Risk
ITM009,Cheese,Dairy,HH005,2026-05-15,2026-06-14,0.3,kg,0.035,30,0.03,0.1,Medium Risk
ITM004,Rice,Grains,HH012,2026-02-07,2027-02-07,1.44,kg,0.153,365,0.19,0.132,Medium Risk
ITM001,Milk,Dairy,HH014,2026-04-27,2026-05-04,4.3,liters,0.671,7,0.29,0.067,Low Risk
ITM011,Cereal,Pantry,HH010,2026-03-28,2026-07-26,0.8,boxes,0.053,120,0.0,0.0,Low Risk
ITM008,Yogurt,Dairy,HH018,2026-04-13,2026-04-27,1.74,cups,0.706,14,0.16,0.092,Low Risk
ITM013,Frozen Peas,Frozen,HH012,2026-01-01,2026-05-31,0.63,bags,0.154,150,0.1,0.159,Medium Risk
ITM007,Tomatoes,Produce,HH020,2026-04-01,2026-04-07,1.5,kg,0.205,6,0.34,0.227,Medium Risk
ITM010,Bananas,Produce,HH002,2026-01-11,2026-01-16,3.19,kg,0.276,5,2.49,0.781,High Risk
ITM008,Yogurt,Dairy,HH012,2026-04-30,2026-05-14,3.42,cups,0.489,14,0.63,0.184,Medium Risk
ITM008,Yogurt,Dairy,HH003,2026-02-06,2026-02-20,4.9,cups,0.342,14,0.0,0.0,Low Risk
ITM003,Bread,Bakery,HH019,2026-01-31,2026-02-05,4.26,loaves,0.573,5,1.83,0.43,Medium Risk
ITM013,Frozen Peas,Frozen,HH009,2026-04-28,2026-09-25,1.39,bags,0.18,150,0.29,0.209,Medium Risk
ITM012,Cooking Oil,Pantry,HH009,2026-05-20,2026-11-16,0.16,liters,0.067,180,0.01,0.062,Low Risk
ITM001,Milk,Dairy,HH017,2026-03-06,2026-03-13,4.69,liters,0.439,7,1.41,0.301,Medium Risk
ITM011,Cereal,Pantry,HH007,2026-01-10,2026-05-10,0.76,boxes,0.066,120,0.0,0.0,Low Risk
ITM008,Yogurt,Dairy,HH016,2026-04-12,2026-04-26,4.28,cups,0.468,14,0.1,0.023,Low Risk
ITM003,Bread,Bakery,HH005,2026-03-06,2026-03-11,2.17,loaves,0.18,5,2.17,1.0,High Risk
ITM006,Chicken Breast,Meat,HH006,2026-03-24,2026-03-28,0.91,kg,0.135,4,0.61,0.67,High Risk
ITM010,Bananas,Produce,HH004,2026-02-25,2026-03-02,3.66,kg,0.317,5,3.66,1.0,High Risk
ITM008,Yogurt,Dairy,HH015,2026-05-10,2026-05-24,3.88,cups,0.21,14,0.88,0.227,Medium Risk
ITM010,Bananas,Produce,HH018,2026-03-25,2026-03-30,3.41,kg,0.287,5,3.39,0.994,High Risk
ITM003,Bread,Bakery,HH008,2026-04-28,2026-05-03,1.95,loaves,0.339,5,0.04,0.021,Low Risk
ITM006,Chicken Breast,Meat,HH017,2026-01-08,2026-01-12,0.97,kg,0.344,4,0.1,0.103,Medium Risk
ITM010,Bananas,Produce,HH009,2026-05-24,2026-05-29,2.12,kg,0.647,5,0.0,0.0,Low Risk
ITM003,Bread,Bakery,HH013,2026-02-05,2026-02-10,1.61,loaves,0.448,5,0.05,0.031,Low Risk
ITM002,Eggs,Dairy,HH001,2026-04-20,2026-05-11,1.55,dozen,0.181,21,0.0,0.0,Low Risk
ITM011,Cereal,Pantry,HH004,2026-04-26,2026-08-24,0.43,boxes,0.156,120,0.0,0.0,Low Risk
ITM015,Butter,Dairy,HH007,2026-02-07,2026-04-08,0.37,kg,0.042,60,0.0,0.0,Low Risk
ITM002,Eggs,Dairy,HH014,2026-05-08,2026-05-29,1.34,dozen,0.394,21,0.3,0.224,Medium Risk
ITM001,Milk,Dairy,HH008,2026-03-09,2026-03-16,1.98,liters,0.714,7,0.0,0.0,Low Risk
ITM013,Frozen Peas,Frozen,HH018,2026-05-06,2026-10-03,0.77,bags,0.105,150,0.0,0.0,Low Risk
ITM001,Milk,Dairy,HH013,2026-03-27,2026-04-03,4.29,liters,0.439,7,1.05,0.245,Medium Risk
ITM009,Cheese,Dairy,HH002,2026-03-26,2026-04-25,0.36,kg,0.124,30,0.0,0.0,Low Risk
ITM010,Bananas,Produce,HH004,2026-02-28,2026-03-05,1.57,kg,0.699,5,0.0,0.0,Low Risk
ITM009,Cheese,Dairy,HH003,2026-02-17,2026-03-19,0.78,kg,0.06,30,0.0,0.0,Low Risk
ITM010,Bananas,Produce,HH005,2026-04-29,2026-05-04,1.44,kg,0.306,5,0.22,0.153,Medium Risk
ITM006,Chicken Breast,Meat,HH014,2026-05-09,2026-05-13,1.02,kg,0.494,4,0.05,0.049,Low Risk
ITM001,Milk,Dairy,HH014,2026-05-23,2026-05-30,4.01,liters,0.846,7,0.17,0.042,Low Risk
ITM013,Frozen Peas,Frozen,HH001,2026-01-19,2026-06-18,0.51,bags,0.154,150,0.0,0.0,Low Risk
ITM009,Cheese,Dairy,HH011,2026-05-19,2026-06-18,0.92,kg,0.07,30,0.0,0.0,Low Risk
ITM012,Cooking Oil,Pantry,HH006,2026-03-14,2026-09-10,0.27,liters,0.021,180,0.01,0.037,Low Risk
ITM005,Ice Cream,Frozen,HH015,2026-04-02,2026-07-01,1.44,tubs,0.086,90,0.23,0.16,Medium Risk
ITM012,Cooking Oil,Pantry,HH015,2026-04-13,2026-10-10,0.36,liters,0.018,180,0.02,0.056,Low Risk
ITM007,Tomatoes,Produce,HH006,2026-04-23,2026-04-29,2.4,kg,0.359,6,0.18,0.075,Low Risk
ITM006,Chicken Breast,Meat,HH017,2026-01-07,2026-01-11,2.94,kg,0.38,4,2.6,0.884,High Risk
ITM013,Frozen Peas,Frozen,HH017,2026-05-28,2026-10-25,0.46,bags,0.166,150,0.06,0.13,Medium Risk
ITM014,Orange Juice,Beverages,HH015,2026-05-05,2026-05-15,0.94,liters,0.19,10,0.0,0.0,Low Risk
ITM015,Butter,Dairy,HH001,2026-04-21,2026-06-20,0.31,kg,0.036,60,0.0,0.0,Low Risk
ITM012,Cooking Oil,Pantry,HH015,2026-05-19,2026-11-15,0.41,liters,0.036,180,0.0,0.0,Low Risk
ITM006,Chicken Breast,Meat,HH011,2026-03-28,2026-04-01,2.77,kg,0.19,4,2.33,0.841,High Risk
ITM014,Orange Juice,Beverages,HH017,2026-04-15,2026-04-25,1.03,liters,0.337,10,0.23,0.223,Medium Risk
ITM006,Chicken Breast,Meat,HH004,2026-04-11,2026-04-15,2.91,kg,0.392,4,2.27,0.78,High Risk
ITM012,Cooking Oil,Pantry,HH009,2026-03-02,2026-08-29,0.25,liters,0.082,180,0.01,0.04,Low Risk
ITM013,Frozen Peas,Frozen,HH006,2026-04-28,2026-09-25,0.65,bags,0.145,150,0.06,0.092,Low Risk
ITM011,Cereal,Pantry,HH018,2026-02-06,2026-06-06,0.56,boxes,0.087,120,0.05,0.089,Low Risk
ITM011,Cereal,Pantry,HH003,2026-01-14,2026-05-14,0.4,boxes,0.087,120,0.0,0.0,Low Risk
ITM013,Frozen Peas,Frozen,HH013,2026-02-23,2026-07-23,0.99,bags,0.172,150,0.0,0.0,Low Risk
ITM001,Milk,Dairy,HH011,2026-03-25,2026-04-01,1.81,liters,0.469,7,0.0,0.0,Low Risk
ITM015,Butter,Dairy,HH020,2026-05-10,2026-07-09,0.29,kg,0.026,60,0.01,0.034,Low Risk
ITM012,Cooking Oil,Pantry,HH014,2026-03-13,2026-09-09,0.43,liters,0.054,180,0.04,0.093,Low Risk
ITM001,Milk,Dairy,HH001,2026-05-16,2026-05-23,5.01,liters,0.523,7,0.63,0.126,Medium Risk
ITM015,Butter,Dairy,HH016,2026-04-30,2026-06-29,0.7,kg,0.061,60,0.0,0.0,Low Risk
ITM003,Bread,Bakery,HH009,2026-03-16,2026-03-21,3.71,loaves,0.541,5,0.94,0.253,Medium Risk
ITM004,Rice,Grains,HH008,2026-02-13,2027-02-13,0.66,kg,0.224,365,0.0,0.0,Low Risk
ITM012,Cooking Oil,Pantry,HH015,2026-05-10,2026-11-06,0.47,liters,0.025,180,0.01,0.021,Low Risk
ITM013,Frozen Peas,Frozen,HH009,2026-05-17,2026-10-14,0.5,bags,0.116,150,0.04,0.08,Low Risk
ITM002,Eggs,Dairy,HH008,2026-02-23,2026-03-16,3.94,dozen,0.333,21,0.34,0.086,Low Risk
ITM005,Ice Cream,Frozen,HH017,2026-04-29,2026-07-28,1.7,tubs,0.256,90,0.0,0.0,Low Risk
ITM013,Frozen Peas,Frozen,HH010,2026-03-13,2026-08-10,0.81,bags,0.065,150,0.0,0.0,Low Risk
ITM010,Bananas,Produce,HH010,2026-05-26,2026-05-31,1.94,kg,0.295,5,0.39,0.201,Medium Risk
ITM015,Butter,Dairy,HH002,2026-04-10,2026-06-09,0.41,kg,0.101,60,0.0,0.0,Low Risk
ITM014,Orange Juice,Beverages,HH002,2026-04-03,2026-04-13,1.52,liters,0.373,10,0.01,0.007,Low Risk
ITM014,Orange Juice,Beverages,HH014,2026-02-02,2026-02-12,1.48,liters,0.441,10,0.16,0.108,Medium Risk
ITM014,Orange Juice,Beverages,HH013,2026-04-24,2026-05-04,1.81,liters,0.322,10,0.26,0.144,Medium Risk
ITM001,Milk,Dairy,HH002,2026-03-04,2026-03-11,3.83,liters,0.566,7,0.04,0.01,Low Risk
ITM015,Butter,Dairy,HH005,2026-01-13,2026-03-14,0.7,kg,0.054,60,0.04,0.057,Low Risk
ITM014,Orange Juice,Beverages,HH016,2026-03-20,2026-03-30,2.9,liters,0.19,10,1.42,0.49,Medium Risk
ITM004,Rice,Grains,HH017,2026-03-07,2027-03-07,0.92,kg,0.177,365,0.0,0.0,Low Risk
ITM014,Orange Juice,Beverages,HH017,2026-02-28,2026-03-10,2.8,liters,0.271,10,0.22,0.079,Low Risk
ITM007,Tomatoes,Produce,HH017,2026-01-09,2026-01-15,3.18,kg,0.22,6,2.86,0.899,High Risk
ITM002,Eggs,Dairy,HH004,2026-04-24,2026-05-15,3.26,dozen,0.693,21,0.6,0.184,Medium Risk
ITM007,Tomatoes,Produce,HH007,2026-04-22,2026-04-28,2.76,kg,0.277,6,1.48,0.536,High Risk
ITM009,Cheese,Dairy,HH006,2026-03-15,2026-04-14,0.93,kg,0.08,30,0.0,0.0,Low Risk
ITM013,Frozen Peas,Frozen,HH010,2026-02-21,2026-07-21,1.28,bags,0.071,150,0.09,0.07,Low Risk
ITM015,Butter,Dairy,HH011,2026-05-30,2026-07-29,0.77,kg,0.053,60,0.04,0.052,Low Risk
ITM003,Bread,Bakery,HH019,2026-05-22,2026-05-27,3.31,loaves,0.774,5,0.21,0.063,Low Risk
ITM004,Rice,Grains,HH017,2026-05-01,2027-05-01,0.67,kg,0.132,365,0.0,0.0,Low Risk
ITM007,Tomatoes,Produce,HH015,2026-01-31,2026-02-06,2.19,kg,0.15,6,2.05,0.936,High Risk
ITM004,Rice,Grains,HH011,2026-05-07,2027-05-07,0.69,kg,0.082,365,0.04,0.058,Low Risk
ITM008,Yogurt,Dairy,HH011,2026-01-04,2026-01-18,3.48,cups,0.432,14,0.0,0.0,Low Risk
ITM005,Ice Cream,Frozen,HH010,2026-01-31,2026-05-01,1.15,tubs,0.144,90,0.07,0.061,Low Risk
ITM004,Rice,Grains,HH015,2026-03-12,2027-03-12,0.53,kg,0.069,365,0.01,0.019,Low Risk
ITM015,Butter,Dairy,HH001,2026-05-21,2026-07-20,0.38,kg,0.065,60,0.0,0.0,Low Risk
ITM015,Butter,Dairy,HH009,2026-05-28,2026-07-27,0.55,kg,0.14,60,0.02,0.036,Low Risk
ITM011,Cereal,Pantry,HH004,2026-03-19,2026-07-17,0.77,boxes,0.087,120,0.01,0.013,Low Risk
ITM007,Tomatoes,Produce,HH002,2026-05-14,2026-05-20,2.36,kg,0.41,6,0.39,0.165,Medium Risk
ITM010,Bananas,Produce,HH001,2026-03-06,2026-03-11,3.05,kg,0.238,5,3.05,1.0,High Risk
ITM011,Cereal,Pantry,HH002,2026-04-23,2026-08-21,0.87,boxes,0.128,120,0.2,0.23,Medium Risk
ITM002,Eggs,Dairy,HH019,2026-01-20,2026-02-10,1.45,dozen,0.3,21,0.0,0.0,Low Risk
ITM004,Rice,Grains,HH009,2026-05-01,2027-05-01,0.83,kg,0.204,365,0.06,0.072,Low Risk
ITM014,Orange Juice,Beverages,HH017,2026-01-08,2026-01-18,2.33,liters,0.342,10,0.0,0.0,Low Risk
ITM002,Eggs,Dairy,HH002,2026-03-03,2026-03-24,3.92,dozen,0.511,21,0.52,0.133,Medium Risk
ITM008,Yogurt,Dairy,HH010,2026-04-25,2026-05-09,4.28,cups,0.36,14,0.0,0.0,Low Risk
ITM008,Yogurt,Dairy,HH020,2026-04-19,2026-05-03,3.63,cups,0.166,14,0.93,0.256,Medium Risk
ITM013,Frozen Peas,Frozen,HH015,2026-02-21,2026-07-21,1.35,bags,0.1,150,0.18,0.133,Medium Risk
ITM015,Butter,Dairy,HH009,2026-04-28,2026-06-27,0.74,kg,0.058,60,0.19,0.257,Medium Risk
ITM014,Orange Juice,Beverages,HH012,2026-04-30,2026-05-10,2.3,liters,0.203,10,0.32,0.139,Medium Risk
ITM001,Milk,Dairy,HH007,2026-01-12,2026-01-19,5.73,liters,0.415,7,3.68,0.642,High Risk
ITM010,Bananas,Produce,HH007,2026-04-10,2026-04-15,3.24,kg,0.3,5,3.24,1.0,High Risk
ITM015,Butter,Dairy,HH011,2026-03-31,2026-05-30,0.63,kg,0.046,60,0.0,0.0,Low Risk
ITM013,Frozen Peas,Frozen,HH013,2026-02-18,2026-07-18,0.6,bags,0.109,150,0.08,0.133,Medium Risk
ITM002,Eggs,Dairy,HH017,2026-03-02,2026-03-23,3.58,dozen,0.383,21,0.44,0.123,Medium Risk
ITM004,Rice,Grains,HH015,2026-05-13,2027-05-13,0.77,kg,0.093,365,0.14,0.182,Medium Risk
ITM004,Rice,Grains,HH019,2026-05-29,2027-05-29,1.11,kg,0.137,365,0.16,0.144,Medium Risk
ITM005,Ice Cream,Frozen,HH001,2026-02-22,2026-05-23,1.65,tubs,0.117,90,0.19,0.115,Medium Risk
ITM010,Bananas,Produce,HH001,2026-03-03,2026-03-08,1.96,kg,0.299,5,0.58,0.296,Medium Risk
ITM005,Ice Cream,Frozen,HH018,2026-05-28,2026-08-26,1.36,tubs,0.134,90,0.14,0.103,Medium Risk
ITM011,Cereal,Pantry,HH002,2026-01-21,2026-05-21,0.58,boxes,0.055,120,0.07,0.121,Medium Risk
ITM013,Frozen Peas,Frozen,HH009,2026-03-16,2026-08-13,1.35,bags,0.176,150,0.18,0.133,Medium Risk
ITM007,Tomatoes,Produce,HH008,2026-05-06,2026-05-12,2.99,kg,0.22,6,2.54,0.849,High Risk
ITM006,Chicken Breast,Meat,HH014,2026-02-09,2026-02-13,2.07,kg,0.282,4,1.05,0.507,High Risk
ITM014,Orange Juice,Beverages,HH011,2026-04-21,2026-05-01,2.89,liters,0.167,10,2.39,0.827,High Risk
ITM012,Cooking Oil,Pantry,HH005,2026-02-22,2026-08-21,0.36,liters,0.024,180,0.0,0.0,Low Risk
ITM015,Butter,Dairy,HH013,2026-02-08,2026-04-09,0.26,kg,0.116,60,0.02,0.077,Low Risk
ITM001,Milk,Dairy,HH012,2026-03-26,2026-04-02,1.88,liters,0.465,7,0.0,0.0,Low Risk
ITM014,Orange Juice,Beverages,HH015,2026-05-17,2026-05-27,1.64,liters,0.151,10,0.0,0.0,Low Risk
ITM013,Frozen Peas,Frozen,HH018,2026-04-20,2026-09-17,0.82,bags,0.192,150,0.0,0.0,Low Risk
ITM005,Ice Cream,Frozen,HH004,2026-01-14,2026-04-14,1.75,tubs,0.271,90,0.0,0.0,Low Risk
ITM014,Orange Juice,Beverages,HH015,2026-01-26,2026-02-05,1.09,liters,0.157,10,0.0,0.0,Low Risk
ITM011,Cereal,Pantry,HH017,2026-03-13,2026-07-11,0.62,boxes,0.124,120,0.0,0.0,Low Risk
ITM007,Tomatoes,Produce,HH001,2026-02-28,2026-03-06,3.46,kg,0.244,6,3.46,1.0,High Risk
ITM001,Milk,Dairy,HH008,2026-02-18,2026-02-25,5.06,liters,0.722,7,0.86,0.17,Medium Risk
ITM011,Cereal,Pantry,HH015,2026-05-22,2026-09-19,0.66,boxes,0.07,120,0.0,0.0,Low Risk
ITM013,Frozen Peas,Frozen,HH011,2026-04-15,2026-09-12,1.17,bags,0.071,150,0.0,0.0,Low Risk
ITM015,Butter,Dairy,HH004,2026-01-03,2026-03-04,0.45,kg,0.077,60,0.0,0.0,Low Risk
ITM002,Eggs,Dairy,HH001,2026-02-08,2026-03-01,3.28,dozen,0.235,21,0.38,0.116,Medium Risk
ITM010,Bananas,Produce,HH013,2026-03-16,2026-03-21,3.98,kg,0.552,5,2.01,0.505,High Risk
ITM012,Cooking Oil,Pantry,HH017,2026-02-17,2026-08-16,0.17,liters,0.059,180,0.0,0.0,Low Risk
ITM010,Bananas,Produce,HH018,2026-02-12,2026-02-17,1.95,kg,0.441,5,0.08,0.041,Low Risk
ITM005,Ice Cream,Frozen,HH020,2026-05-16,2026-08-14,0.81,tubs,0.064,90,0.03,0.037,Low Risk
ITM003,Bread,Bakery,HH018,2026-04-22,2026-04-27,3.55,loaves,0.4,5,2.58,0.727,High Risk
ITM001,Milk,Dairy,HH008,2026-01-29,2026-02-05,2.6,liters,0.612,7,0.0,0.0,Low Risk
ITM003,Bread,Bakery,HH011,2026-04-01,2026-04-06,1.76,loaves,0.478,5,0.0,0.0,Low Risk
ITM012,Cooking Oil,Pantry,HH006,2026-02-15,2026-08-14,0.36,liters,0.052,180,0.0,0.0,Low Risk
ITM011,Cereal,Pantry,HH010,2026-01-28,2026-05-28,0.98,boxes,0.053,120,0.07,0.071,Low Risk
ITM009,Cheese,Dairy,HH001,2026-03-09,2026-04-08,0.99,kg,0.102,30,0.0,0.0,Low Risk
ITM006,Chicken Breast,Meat,HH005,2026-05-04,2026-05-08,1.95,kg,0.172,4,1.9,0.974,High Risk
ITM007,Tomatoes,Produce,HH016,2026-05-18,2026-05-24,2.79,kg,0.226,6,2.33,0.835,High Risk
ITM012,Cooking Oil,Pantry,HH015,2026-05-02,2026-10-29,0.49,liters,0.025,180,0.0,0.0,Low Risk
ITM011,Cereal,Pantry,HH019,2026-02-05,2026-06-05,0.77,boxes,0.176,120,0.02,0.026,Low Risk
ITM011,Cereal,Pantry,HH016,2026-04-03,2026-08-01,0.8,boxes,0.071,120,0.0,0.0,Low Risk
ITM012,Cooking Oil,Pantry,HH006,2026-01-25,2026-07-24,0.23,liters,0.05,180,0.01,0.043,Low Risk
ITM011,Cereal,Pantry,HH014,2026-04-06,2026-08-04,0.33,boxes,0.12,120,0.0,0.0,Low Risk
ITM002,Eggs,Dairy,HH016,2026-03-06,2026-03-27,2.33,dozen,0.38,21,0.16,0.069,Low Risk
ITM001,Milk,Dairy,HH003,2026-04-27,2026-05-04,5.01,liters,0.741,7,0.0,0.0,Low Risk
ITM004,Rice,Grains,HH008,2026-04-29,2027-04-29,0.65,kg,0.17,365,0.0,0.0,Low Risk
ITM001,Milk,Dairy,HH014,2026-04-02,2026-04-09,3.43,liters,0.979,7,0.41,0.12,Medium Risk
ITM002,Eggs,Dairy,HH006,2026-03-29,2026-04-19,3.52,dozen,0.318,21,0.34,0.097,Low Risk
ITM002,Eggs,Dairy,HH004,2026-04-19,2026-05-10,2.89,dozen,0.437,21,0.76,0.263,Medium Risk
ITM011,Cereal,Pantry,HH003,2026-01-29,2026-05-29,0.68,boxes,0.067,120,0.0,0.0,Low Risk
ITM005,Ice Cream,Frozen,HH012,2026-01-07,2026-04-07,1.12,tubs,0.173,90,0.11,0.098,Low Risk
ITM006,Chicken Breast,Meat,HH004,2026-02-03,2026-02-07,1.79,kg,0.294,4,1.02,0.57,High Risk
ITM013,Frozen Peas,Frozen,HH003,2026-05-19,2026-10-16,0.87,bags,0.145,150,0.05,0.057,Low Risk
ITM010,Bananas,Produce,HH011,2026-05-18,2026-05-23,1.66,kg,0.353,5,0.02,0.012,Low Risk
ITM005,Ice Cream,Frozen,HH002,2026-02-22,2026-05-23,1.0,tubs,0.16,90,0.05,0.05,Low Risk
ITM005,Ice Cream,Frozen,HH012,2026-04-29,2026-07-28,1.49,tubs,0.164,90,0.0,0.0,Low Risk
ITM003,Bread,Bakery,HH015,2026-05-26,2026-05-31,1.9,loaves,0.249,5,0.65,0.342,Medium Risk
ITM014,Orange Juice,Beverages,HH012,2026-02-10,2026-02-20,2.18,liters,0.325,10,0.0,0.0,Low Risk
ITM001,Milk,Dairy,HH018,2026-01-28,2026-02-04,1.95,liters,0.904,7,0.12,0.062,Low Risk
ITM009,Cheese,Dairy,HH010,2026-01-25,2026-02-24,0.41,kg,0.076,30,0.02,0.049,Low Risk
ITM011,Cereal,Pantry,HH020,2026-05-12,2026-09-09,0.69,boxes,0.068,120,0.03,0.043,Low Risk
ITM005,Ice Cream,Frozen,HH003,2026-01-02,2026-04-02,1.86,tubs,0.254,90,0.0,0.0,Low Risk
ITM006,Chicken Breast,Meat,HH017,2026-02-05,2026-02-09,2.16,kg,0.292,4,1.43,0.662,High Risk
ITM003,Bread,Bakery,HH015,2026-05-06,2026-05-11,3.29,loaves,0.224,5,3.29,1.0,High Risk
ITM004,Rice,Grains,HH008,2026-02-19,2027-02-19,1.29,kg,0.106,365,0.04,0.031,Low Risk
ITM014,Orange Juice,Beverages,HH011,2026-05-19,2026-05-29,2.64,liters,0.27,10,0.0,0.0,Low Risk
ITM007,Tomatoes,Produce,HH019,2026-02-12,2026-02-18,1.1,kg,0.368,6,0.0,0.0,Low Risk
ITM014,Orange Juice,Beverages,HH003,2026-04-23,2026-05-03,2.97,liters,0.392,10,0.0,0.0,Low Risk
ITM013,Frozen Peas,Frozen,HH013,2026-04-30,2026-09-27,0.74,bags,0.227,150,0.0,0.0,Low Risk
ITM009,Cheese,Dairy,HH014,2026-01-06,2026-02-05,0.74,kg,0.103,30,0.0,0.0,Low Risk
ITM001,Milk,Dairy,HH013,2026-03-07,2026-03-14,2.24,liters,0.467,7,0.0,0.0,Low Risk
ITM012,Cooking Oil,Pantry,HH002,2026-05-28,2026-11-24,0.17,liters,0.054,180,0.03,0.176,Medium Risk
ITM010,Bananas,Produce,HH017,2026-03-06,2026-03-11,3.91,kg,0.405,5,3.09,0.79,High Risk
ITM007,Tomatoes,Produce,HH004,2026-03-11,2026-03-17,3.16,kg,0.297,6,2.23,0.706,High Risk
ITM015,Butter,Dairy,HH015,2026-02-23,2026-04-24,0.33,kg,0.037,60,0.0,0.0,Low Risk
ITM004,Rice,Grains,HH018,2026-01-10,2027-01-10,0.74,kg,0.173,365,0.0,0.0,Low Risk
ITM007,Tomatoes,Produce,HH017,2026-04-29,2026-05-05,3.18,kg,0.388,6,0.95,0.299,Medium Risk
ITM013,Frozen Peas,Frozen,HH003,2026-05-08,2026-10-05,1.13,bags,0.201,150,0.0,0.0,Low Risk
ITM013,Frozen Peas,Frozen,HH014,2026-02-06,2026-07-06,0.75,bags,0.249,150,0.0,0.0,Low Risk
ITM010,Bananas,Produce,HH004,2026-03-19,2026-03-24,2.04,kg,0.568,5,0.69,0.338,Medium Risk
ITM010,Bananas,Produce,HH020,2026-04-10,2026-04-15,3.98,kg,0.173,5,2.94,0.739,High Risk
ITM011,Cereal,Pantry,HH016,2026-04-10,2026-08-08,0.86,boxes,0.041,120,0.0,0.0,Low Risk
ITM013,Frozen Peas,Frozen,HH008,2026-01-16,2026-06-15,1.16,bags,0.099,150,0.0,0.0,Low Risk
ITM006,Chicken Breast,Meat,HH019,2026-04-24,2026-04-28,2.21,kg,0.365,4,0.7,0.317,Medium Risk
ITM014,Orange Juice,Beverages,HH014,2026-05-25,2026-06-04,1.01,liters,0.245,10,0.0,0.0,Low Risk
ITM014,Orange Juice,Beverages,HH002,2026-05-09,2026-05-19,2.06,liters,0.275,10,0.42,0.204,Medium Risk
ITM011,Cereal,Pantry,HH014,2026-04-20,2026-08-18,0.72,boxes,0.174,120,0.14,0.194,Medium Risk
ITM001,Milk,Dairy,HH019,2026-04-10,2026-04-17,2.66,liters,1.058,7,0.0,0.0,Low Risk
ITM003,Bread,Bakery,HH004,2026-02-05,2026-02-10,1.99,loaves,0.747,5,0.06,0.03,Low Risk
